	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	type
GO:0030336	GO:0030336	negative regulation of cell migration	13/303	326/28928	0.039877301	3.807163538	5.244191926	4.51E-05	0.000285349	0.00015588	Col3a1/Grem1/Myh9/Aif1/Serpine1/Thbs1/Il1rn/Timp1/Ptpn1/Srgap2/Emilin2/Arhgdib/Sfrp2	13	up
GO:0002292	GO:0002292	T cell differentiation involved in immune response	7/303	90/28928	0.077777778	7.425595893	6.281340835	4.59E-05	0.000289198	0.000157983	Fcer1g/Lgals1/Pf4/Ccr2/Clec4d/Bcl3/Clec4e	7	up
GO:0030500	GO:0030500	regulation of bone mineralization	7/303	90/28928	0.077777778	7.425595893	6.281340835	4.59E-05	0.000289198	0.000157983	Grem1/Csf1r/Ecm1/Isg15/Srgn/Slc8a1/Ccr1	7	up
GO:0045920	GO:0045920	negative regulation of exocytosis	5/303	38/28928	0.131578947	12.56209832	7.337615488	4.61E-05	0.000290251	0.000158558	Ccr2/Nckap1l/Cd84/Hmox1/Spi1	5	up
GO:1900015	GO:1900015	regulation of cytokine production involved in inflammatory response	6/303	62/28928	0.096774194	9.239220696	6.681730295	4.72E-05	0.000296599	0.000162026	Sirpa/Lilrb4a/Pld4/Trem2/Gpsm3/Myd88	6	up
GO:0006809	GO:0006809	nitric oxide biosynthetic process	7/303	91/28928	0.076923077	7.343995938	6.236038935	4.93E-05	0.000309024	0.000168813	Il1b/Aif1/Sirpa/Itgb2/P2rx4/Ass1/Tlr2	7	up
GO:0002923	GO:0002923	regulation of humoral immune response mediated by circulating immunoglobulin	4/303	20/28928	0.2	19.09438944	8.328181328	5.01E-05	0.000312673	0.000170806	Ptprc/Fcgr2b/Ptpn6/Trem2	4	up
GO:0030502	GO:0030502	negative regulation of bone mineralization	4/303	20/28928	0.2	19.09438944	8.328181328	5.01E-05	0.000312673	0.000170806	Grem1/Ecm1/Srgn/Ccr1	4	up
GO:0060099	GO:0060099	regulation of phagocytosis, engulfment	4/303	20/28928	0.2	19.09438944	8.328181328	5.01E-05	0.000312673	0.000170806	C3/Fcgr1/Nckap1l/Trem2	4	up
GO:0001916	GO:0001916	positive regulation of T cell mediated cytotoxicity	6/303	63/28928	0.095238095	9.092566399	6.615627284	5.17E-05	0.000320318	0.000174983	H2-K1/H2-D1/Ptprc/H2-Q7/Pnp/Stx7	6	up
GO:0002448	GO:0002448	mast cell mediated immunity	6/303	63/28928	0.095238095	9.092566399	6.615627284	5.17E-05	0.000320318	0.000174983	Fcer1g/Cd84/Syk/Fgr/Cbl/Hmox1	6	up
GO:0043030	GO:0043030	regulation of macrophage activation	6/303	63/28928	0.095238095	9.092566399	6.615627284	5.17E-05	0.000320318	0.000174983	Grn/Ctsc/Thbs1/Wnt5a/Cd84/Trem2	6	up
GO:0043370	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	6/303	63/28928	0.095238095	9.092566399	6.615627284	5.17E-05	0.000320318	0.000174983	Lgals1/Pf4/Ccr2/Nckap1l/Runx1/Sash3	6	up
GO:1902622	GO:1902622	regulation of neutrophil migration	6/303	63/28928	0.095238095	9.092566399	6.615627284	5.17E-05	0.000320318	0.000174983	Il1b/C3ar1/Nckap1l/Myd88/Tlr2/Myo1f	6	up
GO:0019722	GO:0019722	calcium-mediated signaling	11/303	241/28928	0.045643154	4.357640743	5.38518274	5.23E-05	0.000323297	0.00017661	C3ar1/Ptprc/Ccr5/Ccr2/P2rx4/Slc8a1/Cmklr1/Trem2/Syk/Ccr1/Fpr2	11	up
GO:0001773	GO:0001773	myeloid dendritic cell activation	5/303	39/28928	0.128205128	12.23999323	7.226572484	5.25E-05	0.00032383	0.000176902	Pirb/Clec4d/Dock2/Spi1/Rbpj	5	up
GO:0010466	GO:0010466	negative regulation of peptidase activity	11/303	242/28928	0.045454545	4.339633963	5.367497112	5.43E-05	0.000334529	0.000182746	Serpina3n/Serpine1/Thbs1/Cstb/Ecm1/Timp1/Ifi207/Slpi/Mmp9/Sfrp2/Ifi209	11	up
GO:0043405	GO:0043405	regulation of MAP kinase activity	9/303	162/28928	0.055555556	5.303997066	5.651841841	5.62E-05	0.000345834	0.000188922	Il1b/Ptprc/Thbs1/Ptpn6/Ptpn1/Wnt5a/Rgs2/Syk/Sfrp2	9	up
GO:0090303	GO:0090303	positive regulation of wound healing	6/303	64/28928	0.09375	8.95049505	6.550978362	5.66E-05	0.000347493	0.000189828	Serpine1/Thbs1/Ccl2/S100a9/Emilin2/Plat	6	up
GO:0034109	GO:0034109	homotypic cell-cell adhesion	7/303	93/28928	0.075268817	7.186060542	6.147463047	5.66E-05	0.000347493	0.000189828	Lgals1/Plek/Ptpn6/Slc7a11/Syk/Emilin2/Ccl5	7	up
GO:0002062	GO:0002062	chondrocyte differentiation	8/303	126/28928	0.063492063	6.061710933	5.858299267	5.70E-05	0.000348949	0.000190624	Tgfbi/Col3a1/Grem1/Ecm1/Arid5a/Runx1/Fosl2/Sfrp2	8	up
GO:0051056	GO:0051056	regulation of small GTPase mediated signal transduction	11/303	244/28928	0.045081967	4.304063193	5.332411614	5.84E-05	0.000357418	0.00019525	Col3a1/Abca1/Cyth4/Tgm2/Dock2/Rasa3/Arhgap45/Cbl/Dock8/Arhgdib/Cdc42se1	11	up
GO:0014074	GO:0014074	response to purine-containing compound	9/303	163/28928	0.055214724	5.271457207	5.626494999	5.89E-05	0.000359333	0.000196296	Il1b/Col1a1/Ccl2/P2rx4/Ptafr/Slc8a1/Stat1/Ass1/P2ry6	9	up
GO:1903900	GO:1903900	regulation of viral life cycle	9/303	163/28928	0.055214724	5.271457207	5.626494999	5.89E-05	0.000359333	0.000196296	Lgals1/Ly6e/Isg15/Ifi207/Rsad2/Slpi/Ccl5/Ifi209/N4bp1	9	up
GO:0070670	GO:0070670	response to interleukin-4	5/303	40/28928	0.125	11.9339934	7.119513694	5.94E-05	0.000361787	0.000197636	Coro1a/Ptprc/Mrc1/Parp14/Cd300lf	5	up
GO:0071248	GO:0071248	cellular response to metal ion	10/303	203/28928	0.049261084	4.703051586	5.447259021	6.06E-05	0.000367503	0.000200759	Fn1/Lgmn/Cybb/Alox5ap/Iqgap1/P2rx4/Junb/Wnt5a/Hmox1/Mmp9	10	up
GO:0032418	GO:0032418	lysosome localization	7/303	94/28928	0.074468085	7.109613089	6.104153583	6.07E-05	0.000367503	0.000200759	Fcer1g/Myh9/Cd84/Syk/Fgr/Cbl/Hmox1	7	up
GO:1990849	GO:1990849	vacuolar localization	7/303	94/28928	0.074468085	7.109613089	6.104153583	6.07E-05	0.000367503	0.000200759	Fcer1g/Myh9/Cd84/Syk/Fgr/Cbl/Hmox1	7	up
GO:0051956	GO:0051956	negative regulation of amino acid transport	4/303	21/28928	0.19047619	18.1851328	8.105154412	6.14E-05	0.000369469	0.000201833	Il1b/Il1rn/Slc43a2/Rgs2	4	up
GO:0060340	GO:0060340	positive regulation of type I interferon-mediated signaling pathway	4/303	21/28928	0.19047619	18.1851328	8.105154412	6.14E-05	0.000369469	0.000201833	Wnt5a/Irf7/Zbp1/Mmp12	4	up
GO:1905153	GO:1905153	regulation of membrane invagination	4/303	21/28928	0.19047619	18.1851328	8.105154412	6.14E-05	0.000369469	0.000201833	C3/Fcgr1/Nckap1l/Trem2	4	up
GO:2001185	GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	4/303	21/28928	0.19047619	18.1851328	8.105154412	6.14E-05	0.000369469	0.000201833	Lilrb4a/Nckap1l/Runx1/Vsir	4	up
GO:0001704	GO:0001704	formation of primary germ layer	8/303	128/28928	0.0625	5.9669967	5.794325345	6.37E-05	0.000382931	0.000209187	Fn1/Mmp14/Myh9/Col12a1/Col5a2/Wnt5a/Mmp9/Sfrp2	8	up
GO:0010573	GO:0010573	vascular endothelial growth factor production	5/303	41/28928	0.12195122	11.64292039	7.016197178	6.71E-05	0.000402869	0.000220078	C3/Il1b/C3ar1/Ccl2/Ccr2	5	up
GO:0030522	GO:0030522	intracellular receptor signaling pathway	14/303	388/28928	0.036082474	3.444864074	4.988200042	6.81E-05	0.00040829	0.00022304	Fabp5/Unc93b1/Nfkbia/Ywhah/Irf7/Ifi207/Pik3ap1/Rsad2/Trem2/Dab2/Myd88/Slc15a3/Rftn1/Ifi209	14	up
GO:1904062	GO:1904062	regulation of monoatomic cation transmembrane transport	13/303	340/28928	0.038235294	3.650397981	5.057768278	6.91E-05	0.000413814	0.000226057	Ctss/Lcn2/Coro1a/Fxyd5/Cyba/P2rx4/Ptpn6/Ywhah/Slc8a1/Trem2/P2ry6/Cxcl10/Mmp9	13	up
GO:0002863	GO:0002863	positive regulation of inflammatory response to antigenic stimulus	4/303	22/28928	0.181818182	17.35853585	7.896998142	7.44E-05	0.00044443	0.000242783	C3/Fcer1g/Fcgr3/Fcgr1	4	up
GO:0045860	GO:0045860	positive regulation of protein kinase activity	12/303	296/28928	0.040540541	3.870484346	5.107112916	7.55E-05	0.000449955	0.000245801	Grem1/Il1b/Ptprc/Thbs1/Csf1r/Iqgap1/Arrb2/Ptpn1/Wnt5a/Adam17/Lcp2/Syk	12	up
GO:0070741	GO:0070741	response to interleukin-6	5/303	42/28928	0.119047619	11.365708	6.916401189	7.55E-05	0.000449955	0.000245801	Pid1/Ccl2/Cfl1/Sbno2/Spi1	5	up
GO:0046209	GO:0046209	nitric oxide metabolic process	7/303	98/28928	0.071428571	6.8194248	5.937054581	7.91E-05	0.000469252	0.000256342	Il1b/Aif1/Sirpa/Itgb2/P2rx4/Ass1/Tlr2	7	up
GO:0001952	GO:0001952	regulation of cell-matrix adhesion	8/303	132/28928	0.060606061	5.786178618	5.670352395	7.91E-05	0.000469252	0.000256342	Grem1/Mmp14/Myh9/Serpine1/Thbs1/Cfl1/Iqgap1/Mmp12	8	up
GO:0061041	GO:0061041	regulation of wound healing	8/303	132/28928	0.060606061	5.786178618	5.670352395	7.91E-05	0.000469252	0.000256342	Serpine1/Thbs1/Ccl2/S100a9/Pros1/Emilin2/Plat/Tnfrsf12a	8	up
GO:0002534	GO:0002534	cytokine production involved in inflammatory response	6/303	68/28928	0.088235294	8.423995341	6.305858889	7.97E-05	0.000471451	0.000257543	Sirpa/Lilrb4a/Pld4/Trem2/Gpsm3/Myd88	6	up
GO:0035458	GO:0035458	cellular response to interferon-beta	6/303	68/28928	0.088235294	8.423995341	6.305858889	7.97E-05	0.000471451	0.000257543	Acod1/Ifi207/Stat1/Ifi204/Ifi211/Ifi209	6	up
GO:0030218	GO:0030218	erythrocyte differentiation	9/303	170/28928	0.052941176	5.054397204	5.454710162	8.15E-05	0.000481171	0.000262854	Mafb/Isg15/Nckap1l/Inpp5d/Ptbp3/Hcls1/Stat1/Spi1/Ikzf1	9	up
GO:0042832	GO:0042832	defense response to protozoan	5/303	43/28928	0.11627907	11.10138921	6.819922055	8.47E-05	0.000498733	0.000272447	Pf4/Arg1/Bcl3/Irf8/Myd88	5	up
GO:0045745	GO:0045745	positive regulation of G protein-coupled receptor signaling pathway	5/303	43/28928	0.11627907	11.10138921	6.819922055	8.47E-05	0.000498733	0.000272447	C3/Myh9/Arrb2/Trem2/Ccl5	5	up
GO:0030193	GO:0030193	regulation of blood coagulation	6/303	69/28928	0.086956522	8.301908452	6.247705564	8.66E-05	0.000508004	0.000277512	Serpine1/Thbs1/S100a9/Pros1/Emilin2/Plat	6	up
GO:1903307	GO:1903307	positive regulation of regulated secretory pathway	6/303	69/28928	0.086956522	8.301908452	6.247705564	8.66E-05	0.000508004	0.000277512	Fcer1g/Itgam/Itgb2/Ptafr/Syk/Fgr	6	up
GO:0019079	GO:0019079	viral genome replication	8/303	134/28928	0.059701493	5.699817743	5.610256013	8.79E-05	0.000515248	0.000281469	Isg15/Ifi207/Rsad2/Slpi/Ccl8/Ccl5/Ifi209/N4bp1	8	up
GO:0001837	GO:0001837	epithelial to mesenchymal transition	9/303	172/28928	0.052325581	4.995625144	5.407356311	8.92E-05	0.00052081	0.000284507	Grem1/Il1b/Col1a1/Sdcbp/Wnt5a/Dab2/Lrg1/Rbpj/Sfrp2	9	up
GO:0042730	GO:0042730	fibrinolysis	4/303	23/28928	0.173913043	16.6038169	7.702089149	8.93E-05	0.00052081	0.000284507	Serpine1/Thbs1/Pros1/Plat	4	up
GO:0060333	GO:0060333	type II interferon-mediated signaling pathway	4/303	23/28928	0.173913043	16.6038169	7.702089149	8.93E-05	0.00052081	0.000284507	Arg1/Parp14/Stat1/Ifngr1	4	up
GO:0045069	GO:0045069	regulation of viral genome replication	7/303	100/28928	0.07	6.683036304	5.856975914	8.99E-05	0.000522933	0.000285667	Isg15/Ifi207/Rsad2/Slpi/Ccl5/Ifi209/N4bp1	7	up
GO:2001057	GO:2001057	reactive nitrogen species metabolic process	7/303	100/28928	0.07	6.683036304	5.856975914	8.99E-05	0.000522933	0.000285667	Il1b/Aif1/Sirpa/Itgb2/P2rx4/Ass1/Tlr2	7	up
GO:2001234	GO:2001234	negative regulation of apoptotic signaling pathway	11/303	257/28928	0.042801556	4.086347934	5.113170677	9.29E-05	0.000539224	0.000294567	Il1b/Serpine1/Lgals3/Mcl1/Ier3/Arrb2/Ptpn1/Hmox1/Dab2/Mmp9/Sfrp2	11	up
GO:0097006	GO:0097006	regulation of plasma lipoprotein particle levels	6/303	70/28928	0.085714286	8.18330976	6.190714335	9.39E-05	0.000544242	0.000297308	Pla2g7/Msr1/Abca1/Ehd1/Apoc2/Trem2	6	up
GO:0120162	GO:0120162	positive regulation of cold-induced thermogenesis	7/303	101/28928	0.069306931	6.616867627	5.817754841	9.58E-05	0.000554422	0.000302869	Lcn2/Fabp5/Cebpb/Ccr2/Cmklr1/Syk/Plac8	7	up
GO:0070231	GO:0070231	T cell apoptotic process	6/303	71/28928	0.084507042	8.068051876	6.134844757	0.00010164	0.000586429	0.000320354	Lgals3/Bcl3/Wnt5a/Pnp/Dock8/Ccl5	6	up
GO:1900046	GO:1900046	regulation of hemostasis	6/303	71/28928	0.084507042	8.068051876	6.134844757	0.00010164	0.000586429	0.000320354	Serpine1/Thbs1/S100a9/Pros1/Emilin2/Plat	6	up
GO:1990845	GO:1990845	adaptive thermogenesis	9/303	175/28928	0.051428571	4.909985856	5.337684414	0.000101746	0.000586429	0.000320354	Lcn2/Fabp5/Cebpb/Ccr2/Adam17/Cmklr1/Syk/Plac8/Rbpj	9	up
GO:0032735	GO:0032735	positive regulation of interleukin-12 production	5/303	45/28928	0.111111111	10.60799413	6.636179129	0.000105733	0.00060851	0.000332416	Laptm5/Unc93b1/Syk/Irf8/Tlr2	5	up
GO:0030220	GO:0030220	platelet formation	4/303	24/28928	0.166666667	15.9119912	7.519042674	0.000106271	0.000610707	0.000333616	Myh9/Csf1r/Tpm4/Ptpn6	4	up
GO:0070542	GO:0070542	response to fatty acid	6/303	72/28928	0.083333333	7.9559956	6.080058341	0.000109915	0.000630718	0.000344548	Pid1/Ccl2/Ptafr/Ass1/Hmox1/Tlr2	6	up
GO:0043281	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	9/303	177/28928	0.050847458	4.85450579	5.292113166	0.000110941	0.000635672	0.000347254	Ctsd/Laptm5/Thbs1/S100a9/S100a8/Stat1/Syk/Mmp9/Sfrp2	9	up
GO:0032370	GO:0032370	positive regulation of lipid transport	7/303	104/28928	0.067307692	6.425996446	5.703209359	0.000115169	0.000657966	0.000359432	Spp1/Il1b/Abca1/Nfkbia/Trem2/Runx1/Dab2	7	up
GO:2001237	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	7/303	104/28928	0.067307692	6.425996446	5.703209359	0.000115169	0.000657966	0.000359432	Il1b/Serpine1/Lgals3/Mcl1/Hmox1/Dab2/Sfrp2	7	up
GO:0002701	GO:0002701	negative regulation of production of molecular mediator of immune response	5/303	46/28928	0.108695652	10.37738556	6.548582775	0.000117618	0.000669993	0.000366003	Arg1/Fcgr2b/Lilrb4a/Vsir/Hmox1	5	up
GO:0010935	GO:0010935	regulation of macrophage cytokine production	5/303	46/28928	0.108695652	10.37738556	6.548582775	0.000117618	0.000669993	0.000366003	Laptm5/Wnt5a/Litaf/Myd88/Tlr2	5	up
GO:0070613	GO:0070613	regulation of protein processing	6/303	73/28928	0.082191781	7.847009358	6.026318438	0.000118716	0.00067526	0.00036888	Ctsz/Mmp14/Myh9/Serpine1/Thbs1/Plat	6	up
GO:0051209	GO:0051209	release of sequestered calcium ion into cytosol	8/303	140/28928	0.057142857	5.45553984	5.43699416	0.000119395	0.000678136	0.000370451	Coro1a/Ptprc/Cyba/Ccr5/Ptpn6/Slc8a1/P2ry6/Cxcl10	8	up
GO:0150115	GO:0150115	cell-substrate junction organization	7/303	105/28928	0.066666667	6.36479648	5.666026145	0.000122304	0.000693617	0.000378908	Fn1/Grem1/Mmp14/Myh9/Cfl1/Iqgap1/Rab8b	7	up
GO:0043524	GO:0043524	negative regulation of neuron apoptotic process	10/303	221/28928	0.045248869	4.319997611	5.097300858	0.000122476	0.000693617	0.000378908	Lgmn/Lcn2/Grn/Coro1a/Cebpb/Ndnf/Arrb2/Crlf1/Plxnd1/Hmox1	10	up
GO:0051283	GO:0051283	negative regulation of sequestering of calcium ion	8/303	141/28928	0.056737589	5.416848068	5.409088378	0.000125444	0.000707512	0.000386499	Coro1a/Ptprc/Cyba/Ccr5/Ptpn6/Slc8a1/P2ry6/Cxcl10	8	up
GO:0050765	GO:0050765	negative regulation of phagocytosis	4/303	25/28928	0.16	15.27551155	7.346669231	0.000125474	0.000707512	0.000386499	Sirpa/Fcgr2b/Cd300lf/Tlr2	4	up
GO:1901739	GO:1901739	regulation of myoblast fusion	4/303	25/28928	0.16	15.27551155	7.346669231	0.000125474	0.000707512	0.000386499	Cd53/Ehd1/Ccl8/Cxcl10	4	up
GO:0032890	GO:0032890	regulation of organic acid transport	7/303	106/28928	0.066037736	6.30475123	5.62932292	0.000129793	0.000721444	0.00039411	Arg1/Il1b/Thbs1/Il1rn/Slc43a2/Rgs2/Syk	7	up
GO:0030279	GO:0030279	negative regulation of ossification	5/303	47/28928	0.106382979	10.15659013	6.463635455	0.000130501	0.000724343	0.000395693	Grem1/Ecm1/Srgn/Ccr1/Rbpj	5	up
GO:0034767	GO:0034767	positive regulation of monoatomic ion transmembrane transport	9/303	181/28928	0.049723757	4.747223894	5.202989266	0.00013143	0.000728464	0.000397944	Ctss/Lcn2/Fxyd5/Ccl2/Ccr2/P2rx4/Trem2/P2ry6/Cxcl10	9	up
GO:0051928	GO:0051928	positive regulation of calcium ion transport	8/303	142/28928	0.056338028	5.37870125	5.381447295	0.000131743	0.000729164	0.000398327	Serpine1/Lgals3/P2rx4/Arrb2/P2ry6/Cxcl10/Ccr1/Ccl5	8	up
GO:0071900	GO:0071900	regulation of protein serine/threonine kinase activity	11/303	268/28928	0.041044776	3.918624698	4.93864514	0.000134302	0.000742274	0.000405488	Il1b/Ptprc/Thbs1/Ptpn6/Ptpn1/Wnt5a/Adam17/Slc8a1/Rgs2/Syk/Sfrp2	11	up
GO:0051347	GO:0051347	positive regulation of transferase activity	13/303	364/28928	0.035714286	3.4097124	4.759996753	0.000136454	0.000753103	0.000411404	Grem1/Il1b/Ptprc/Thbs1/Csf1r/Iqgap1/Arrb2/Ptpn1/Wnt5a/Adam17/Lcp2/Trem2/Syk	13	up
GO:0050818	GO:0050818	regulation of coagulation	6/303	75/28928	0.08	7.637755776	5.921840113	0.000137991	0.000760508	0.000415449	Serpine1/Thbs1/S100a9/Pros1/Emilin2/Plat	6	up
GO:0051282	GO:0051282	regulation of sequestering of calcium ion	8/303	143/28928	0.055944056	5.341087955	5.354066381	0.000138301	0.000761142	0.000415796	Coro1a/Ptprc/Cyba/Ccr5/Ptpn6/Slc8a1/P2ry6/Cxcl10	8	up
GO:2001235	GO:2001235	positive regulation of apoptotic signaling pathway	9/303	183/28928	0.049180328	4.695341665	5.15940062	0.000142804	0.000784819	0.00042873	Ctss/Ctsc/Ptprc/Thbs1/Mcl1/S100a9/S100a8/Wnt5a/Tnfrsf12a	9	up
GO:0010717	GO:0010717	regulation of epithelial to mesenchymal transition	7/303	108/28928	0.064814815	6.187996577	5.557312704	0.000145889	0.000799522	0.000436762	Grem1/Il1b/Col1a1/Sdcbp/Dab2/Lrg1/Sfrp2	7	up
GO:0045921	GO:0045921	positive regulation of exocytosis	7/303	108/28928	0.064814815	6.187996577	5.557312704	0.000145889	0.000799522	0.000436762	Fcer1g/Itgam/Sdcbp/Itgb2/Ptafr/Syk/Fgr	7	up
GO:0002726	GO:0002726	positive regulation of T cell cytokine production	4/303	26/28928	0.153846154	14.68799188	7.183940535	0.000147069	0.000802607	0.000438447	Il1b/Rsad2/Arid5a/Sash3	4	up
GO:0033630	GO:0033630	positive regulation of cell adhesion mediated by integrin	4/303	26/28928	0.153846154	14.68799188	7.183940535	0.000147069	0.000802607	0.000438447	Ptpn6/Nckap1l/Syk/Ccl5	4	up
GO:0036344	GO:0036344	platelet morphogenesis	4/303	26/28928	0.153846154	14.68799188	7.183940535	0.000147069	0.000802607	0.000438447	Myh9/Csf1r/Tpm4/Ptpn6	4	up
GO:1901654	GO:1901654	response to ketone	12/303	318/28928	0.037735849	3.602714988	4.801550585	0.00014791	0.000805019	0.000439765	Spp1/Cybb/Msn/Pf4/Ccl2/Acod1/Cd38/Ptafr/Ass1/Tnc/Cbl/P2ry6	12	up
GO:0009895	GO:0009895	negative regulation of catabolic process	13/303	367/28928	0.035422343	3.381840091	4.724536331	0.000147924	0.000805019	0.000439765	Pabpc1/Il1b/Mcl1/Ctsa/Timp1/Slfn2/Ier3/Arid5a/Il10ra/Trem2/Hmox1/Myd88/N4bp1	13	up
GO:0051208	GO:0051208	sequestering of calcium ion	8/303	145/28928	0.055172414	5.267417776	5.300067475	0.000152226	0.000827277	0.000451924	Coro1a/Ptprc/Cyba/Ccr5/Ptpn6/Slc8a1/P2ry6/Cxcl10	8	up
GO:0032088	GO:0032088	negative regulation of NF-kappaB transcription factor activity	6/303	77/28928	0.077922078	7.439372509	5.821149334	0.000159664	0.000862895	0.000471381	Acod1/Nfkbia/Arrb2/Bcl3/Cmklr1/Spi1	6	up
GO:0035456	GO:0035456	response to interferon-beta	6/303	77/28928	0.077922078	7.439372509	5.821149334	0.000159664	0.000862895	0.000471381	Acod1/Ifi207/Stat1/Ifi204/Ifi211/Ifi209	6	up
GO:0045428	GO:0045428	regulation of nitric oxide biosynthetic process	6/303	77/28928	0.077922078	7.439372509	5.821149334	0.000159664	0.000862895	0.000471381	Il1b/Aif1/Sirpa/Itgb2/Ass1/Tlr2	6	up
GO:1903317	GO:1903317	regulation of protein maturation	6/303	77/28928	0.077922078	7.439372509	5.821149334	0.000159664	0.000862895	0.000471381	Ctsz/Mmp14/Myh9/Serpine1/Thbs1/Plat	6	up
GO:0009314	GO:0009314	response to radiation	15/303	474/28928	0.03164557	3.021264152	4.565000666	0.000161546	0.000871855	0.000476276	Col3a1/Ptprc/Ccl2/Timp1/Mmp3/Slc7a11/Bcl3/Ifi207/Pnp/Cbl/Ccl7/Mmp9/Sfrp2/Ifi209/N4bp1	15	up
GO:0045444	GO:0045444	fat cell differentiation	11/303	274/28928	0.040145985	3.832815398	4.84731443	0.0001629	0.000877951	0.000479606	Cebpd/Cebpb/Steap4/Psmb8/Wnt5a/Cmklr1/Rgs2/Fosl2/Lrg1/Plac8/Sfrp2	11	up
GO:0014910	GO:0014910	regulation of smooth muscle cell migration	7/303	110/28928	0.063636364	6.075487549	5.487094694	0.000163565	0.00088032	0.0004809	Myh9/Aif1/Serpine1/Iqgap1/Ptpn1/P2ry6/Ccl5	7	up
GO:0090092	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	11/303	275/28928	0.04	3.818877888	4.832343794	0.000168136	0.000903675	0.000493658	Grem1/Thbs1/Sdcbp/Wnt5a/Nrros/Adam17/Vsir/Dab2/Lrg1/Rbpj/Sfrp2	11	up
GO:1905475	GO:1905475	regulation of protein localization to membrane	10/303	230/28928	0.043478261	4.150954226	4.936060351	0.000169536	0.000909944	0.000497083	Itgam/Mmp14/Pid1/Lgals3/Ccl2/Actr3/Slc7a11/Stx7/Trem2/Dab2	10	up
GO:0032753	GO:0032753	positive regulation of interleukin-4 production	4/303	27/28928	0.148148148	14.14399218	7.02996242	0.000171229	0.000912753	0.000498617	Fcer1g/Cebpb/Syk/Sash3	4	up
GO:0050860	GO:0050860	negative regulation of T cell receptor signaling pathway	4/303	27/28928	0.148148148	14.14399218	7.02996242	0.000171229	0.000912753	0.000498617	Laptm5/Lgals3/Lilrb4a/Ptpn6	4	up
GO:0061098	GO:0061098	positive regulation of protein tyrosine kinase activity	4/303	27/28928	0.148148148	14.14399218	7.02996242	0.000171229	0.000912753	0.000498617	Grem1/Csf1r/Ptpn1/Adam17	4	up
GO:0070168	GO:0070168	negative regulation of biomineral tissue development	4/303	27/28928	0.148148148	14.14399218	7.02996242	0.000171229	0.000912753	0.000498617	Grem1/Ecm1/Srgn/Ccr1	4	up
GO:1904996	GO:1904996	positive regulation of leukocyte adhesion to vascular endothelial cell	4/303	27/28928	0.148148148	14.14399218	7.02996242	0.000171229	0.000912753	0.000498617	Ccr2/Itgb2/Ptafr/Itga4	4	up
GO:0044344	GO:0044344	cellular response to fibroblast growth factor stimulus	7/303	111/28928	0.063063063	6.020753427	5.452632952	0.000173032	0.000921104	0.000503179	Col1a1/Thbs1/Ndnf/Iqgap1/Ptpn1/Wnt5a/Ccl5	7	up
GO:0050852	GO:0050852	T cell receptor signaling pathway	8/303	148/28928	0.054054054	5.160645794	5.22091319	0.000175263	0.000928912	0.000507445	Laptm5/Ptprc/Lgals3/Lilrb4a/Ptpn6/Lcp2/Fosl2/Rftn1	8	up
GO:1902041	GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	5/303	50/28928	0.1	9.547194719	6.223365508	0.000175696	0.000928912	0.000507445	Serpine1/Thbs1/Lgals3/Hmox1/Sfrp2	5	up
GO:0014902	GO:0014902	myotube differentiation	8/303	150/28928	0.053333333	5.091837184	5.169326153	0.000192158	0.001010511	0.00055202	Mmp14/Myh9/Csf1r/Cd53/Ehd1/Dock2/Ccl8/Cxcl10	8	up
GO:0050798	GO:0050798	activated T cell proliferation	5/303	51/28928	0.098039216	9.359994823	6.147737628	0.000193138	0.001014299	0.00055409	Itgam/Laptm5/Arg1/Lilrb4a/Itgb2	5	up
GO:0080164	GO:0080164	regulation of nitric oxide metabolic process	6/303	80/28928	0.075	7.16039604	5.676701212	0.00019713	0.001032167	0.000563851	Il1b/Aif1/Sirpa/Itgb2/Ass1/Tlr2	6	up
GO:0031639	GO:0031639	plasminogen activation	4/303	28/28928	0.142857143	13.6388496	6.883953126	0.000198127	0.001032167	0.000563851	Ctsz/Serpine1/Thbs1/Plat	4	up
GO:0033003	GO:0033003	regulation of mast cell activation	4/303	28/28928	0.142857143	13.6388496	6.883953126	0.000198127	0.001032167	0.000563851	Lilrb4a/Ptpn6/Cd300lf/Cd84	4	up
GO:0036120	GO:0036120	cellular response to platelet-derived growth factor stimulus	4/303	28/28928	0.142857143	13.6388496	6.883953126	0.000198127	0.001032167	0.000563851	Ccl2/Iqgap1/Ptpn1/Cbl	4	up
GO:0046426	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	4/303	28/28928	0.142857143	13.6388496	6.883953126	0.000198127	0.001032167	0.000563851	Ptprc/Socs3/Bcl3/Parp14	4	up
GO:2000273	GO:2000273	positive regulation of signaling receptor activity	4/303	28/28928	0.142857143	13.6388496	6.883953126	0.000198127	0.001032167	0.000563851	Grem1/Ccl2/Ccr2/Adam17	4	up
